"Hormones.SL","Hormones.BRC1_2","Hormones.CK","Hormones.Aux_Shoot","Hormones.ABA","Hormones.Bud_release","Hormones.PAT_Bud","Hormones.Aux_Bud","Hormones.SUC","Hormones.Sustained_growth","Hormones.GA","Hormones.Decap_signal","Hormones.CXE","Hormones.SMXL6_7_8","Hormones.FHY3_FAR1","Hormones.SPL9_15","Hormones.SMXL6_7_8_Transcription","Hormones.Low_R_FR","Hormones.MAX2","Hormones.D14","Hormones.Perception_SL","Hormones.D27","Hormones.MAX3","Hormones.MAX4","Hormones.MAX1","Hormones.LBO","Hormones.CLAMT","Hormones.PhyB","Hormones.High_R_FR","Hormones.PIFs","Hormones.HB21_40_53","Hormones.NCED3","Gene.SL_n","Gene.BRC1_2_n","Gene.CK_n","Gene.Aux_n","Gene.ABA_n","Gene.PIN_1_3_4_7_n","Gene.Aux_Bud_n","Gene.SUC_n","Gene.GA_n","Gene.Decap_signal_n","Gene.CXE_n","Gene.SMXL6_7_8_n","Gene.FHY3_FAR1_n","Gene.SPL9_15_n","Gene.MAX2_n","Gene.D14_n","Gene.D27_n","Gene.MAX3_n","Gene.MAX4_n","Gene.MAX1_n","Gene.LBO_n","Gene.CLAMT_n","Gene.PhyB_n","Gene.PIFs_n","Gene.HB21_40_53_n","Gene.NCED3_n"
0.660155895320161,0.863043738698548,11.8536703502058,0.421938698440344,0.41214237575855,10.0669485292795,0,1.200214385,4.63192046490816,0,0,2.275215592,0.863763176,1.57228271008698,0.426216849,1.0647608618035,0.77751591234674,1,0.276603125678267,0.793857023,0.276603125678267,0.51613956,0.278181979492251,0.169372147968017,0.686081561454445,0.899725883761212,0.697384059492703,1.119918314,1,1.825724161,0.33722016287818,0.41146916974966,0.683749501,2.050801989,1.726477465,0.690970102,1.001643155,0,1.200214385,2.03581607,0,2.275215592,0.863763176,1.667459295,0.426216849,1.06436463,0.536045709,0.793857023,0.51613956,0.815339335,1.225287526,2.585590005,1.290144034,1.016473986,1.119918314,1.825724161,0.390732486,1.220182805
0.696124695558162,1.59842130373842,3.97850926665788,0.775972677159924,1.51736883259574,2.86139881145483,0,1.822634961,3.34066055939307,0,0,2.303893144,1.18190815,1.4942555099151,0.063175558,1.26325714251039,0.801833658747027,1,0.231750284282618,1.327744447,0.231750284282618,0.656118064,1.13080435825111,0.333499197908909,0.723052874303211,0.534785926048446,0.484804887181294,1.650791887,1,2.099947153,1.529338183,2.1099644633133,1.420082385,1.896308347,0.895500565,1.281865404,0.71914426,0,1.822634961,1.450006728,0,2.303893144,1.18190815,2.127770733,0.063175558,1.123496208,0.405067773,1.327744447,0.656118064,1.367891733,0.368907157,1.335266455,1.103095163,0.670497144,1.650791887,2.099947153,1.529338183,1.379658526
0,0.725137851084105,9.32172746688485,0.816761681826497,0.392548558074392,9.05199616011002,0,1.23160039,4.78890797017455,0,0,2.460726519,0.703452281,1.75318358055287,0.242539284,1.0975371189979,0.726424662907989,1,0.198776779399541,0.960111264,0,1.038024442,1.61689694562952,1.01680798636332,3.89633532504863,0,0,1.451700822,1,1.653427445,0.452246400698913,0.591664336134313,1.436009121,1.630979092,1.37072402,1.413294406,0.663472786,0,1.23160039,1.946135799,0,2.460726519,0.703452281,1.809354589,0.242539284,1.096370923,0.409510419,0.960111264,1.038024442,0.953563042,0.664407319,1.915964163,0.88780511,0,1.451700822,1.653427445,0.623666045,1.30826966
0.00960599863777127,1.4731619161263,4.50944026518145,0.625811096091584,0.353228191756676,4.6518121685074,0.401092546930571,1.120420486,4.39036652646257,0.692272140668227,0.442370602124023,2.528453231,0.884693852,1.76920247349234,0.326969327,1.74377217778533,0.722234603562771,1,0.225838495610351,0.926230904,0.00960600357690536,0.993245004,1.98558996209036,0.138799902319925,0.407786826590665,0.0115920056028536,0.0104859656432939,1.730622763,1,1.962363816,0.66393268,0.602801948240811,0.780898121,1.806006308,0.676723456,1.104072592,0.58597719,0.119896227,1.120420486,1.736384313,0.394825521,2.528453231,0.884693852,1.702446781,0.326969327,1.785689245,0.458508001,0.926230904,0.993245004,1.61254504,0.104446646,1.483084726,1.10547781,0.025714324,1.730622763,1.962363816,0.66393268,0.90792631
0.00247881794877423,0.912608373294027,10.1402045569119,0.720535626568079,0.591552650062213,9.05245758139827,0,0.986239694,5.72041385444109,0,0,2.434976735,0.413044111,2.23003010457343,0.237475275,1.24508735793941,0.619201516595585,1,0.301699161551452,0.941963514,0.00247881794896191,0.379027085,0.739114053716446,0.488496049607224,1.85220464303273,0.00332977533312324,0.00356546985895309,1.319183266,1,2.177251333,0.937729714280222,0.492468470271082,0.525963279,1.793725626,1.206727528,1.237511557,1.201173949,0,0.986239694,2.349268382,0,2.434976735,0.413044111,2.6095519,0.237475275,1.390588741,0.681809718,0.941963514,0.379027085,1.356534879,0.76170989,1.900522965,0.933895241,0.001924987,1.319183266,2.177251333,1.027537675,0.525173657
4.47609140005619,1.03680716457264,4.42454902158641,0.975172548999994,0.394121002322615,4.99275536758272,0,1.205681633,4.14033066872229,0,0,2.410171024,0.568114306,2.52788569037162,0.598467966,0.777323514197995,0.56691642459921,1,0,1.080892349,0,0.440223117,0.998226912816026,1.20987991783306,6.4229164057519,3.07764332520399,4.62516649159553,1.300806142,1,1.754314642,0.919739301,0.540849790496598,1.140324303,1.756339359,0.794851779,1.662752585,0.728706952,0,1.205681633,1.717857624,0,2.410171024,0.568114306,2.169147733,0.598467966,0.996203208,0,1.080892349,0.440223117,1.162639214,1.025631979,2.654361111,0.665412441,0.720103797,1.300806142,1.754314642,0.919739301,0.588046841
0.186732705724231,1.30777664393115,4.60050881468612,0.665475230973061,0.642911655962243,4.75187713733718,0.561837654695148,1.77722611,4.78604329384943,0,0,2.132258574,0.829916875,1.98275686939352,0.351062576,0.998582575404938,0.670516627533193,1,0.413523321705801,1.097191514,0.186726785906576,0.981349801,1.1767633412382,0.544274685225061,1.79357067852022,0.233536034577508,1.36325318366759,1.593576723,1,1.915577732,0.54610479,0.59881219865897,0.731593649,2.091278076,0.68540524,1.042220249,1.073644888,0.164933792,1.77722611,2.244588603,0,2.132258574,0.829916875,2.303273462,0.351062576,1.081923585,0.866292076,1.097191514,0.981349801,1.069175656,0.656834466,1.955271073,0.171304159,0.760054363,1.593576723,1.915577732,0.54610479,1.096515192
2.4866564515277,1.04129914124117,6.32785904781875,0.749574066273988,2.01989509573579,5.28252341221571,0.896042898703839,1.367206009,7.04004099893204,0,0,3.37568778,0.982703009,2.39274894363596,0.606775625,0.889092568241131,0.589505932487496,1,0.204221186098721,1.206373487,0.204221186098721,0.615542716,0.770081613734975,0.796967177965286,2.45508738383367,1.43667635752021,1.89117301055042,1.506044905,1,1.94195776,1.394253145,1.92036833137718,1.715870524,2.191414659,0.663746135,1.639951041,1.051826914,0.212410137,1.367206009,2.085513074,0,3.37568778,0.982703009,2.408597129,0.606775625,1.11124283,0.538433543,1.206373487,0.615542716,1.004940325,1.280661032,1.854824341,0.759674736,0.77030782,1.506044905,1.94195776,1.394253145,1.377345526
0.109944643475659,0.693474540735303,4.60645839155095,0.680451394663788,0.224295893076899,5.73264410705673,0,1.23737584,3.75682811404011,0,0,2.068079158,0.66039613,1.30185925392859,0.226510557,0.855403903885194,0.868858816320827,1,0.211631742866363,1.265404589,0.109933397999653,0.25772108,0.31676113840564,0.23301986224082,0.608822150327408,0.0665191490560869,0.221091560834838,1.397690237,1,1.24874596,0.461227340421831,0.376586951493696,1.372356556,1.40190044,0.855356291,1.043839371,0.595594436,0,1.23737584,1.81657849,0,2.068079158,0.66039613,1.319153248,0.226510557,0.754547615,0.378530797,1.265404589,0.25772108,1.002408016,0.948014604,1.449965067,0.300881216,0.36316253,1.397690237,1.24874596,0.665094211,0.816480572
6.65323456161136,0.783442707865045,6.96283661457996,1.14155967925623,0.696678883422534,6.26251180785768,0.562268008635686,1.392833364,3.93435251747993,0.0731809953334399,0.0288302898366034,1.895204589,0.087548394,2.04692658837488,0.722902015,0.759315082133995,0.656399584498037,1,0.226398945483835,1.210118478,0.226398945483835,0.724946617,1.48600459626539,3.23194685226375,8.66374779441489,3.15847708824053,4.74700296089416,1.243081938,1,1.6172914,0.888115529592908,0.628066542634265,1.145443573,1.663648488,1.490114671,1.652524411,1.109242253,0.176199185,1.392833364,2.075951346,0.020699023,1.895204589,0.087548394,1.820006545,0.722902015,0.90545031,0.406240898,1.210118478,0.724946617,1.101075951,1.652532253,1.643778757,0.665362359,0.547915645,1.243081938,1.6172914,1.133606711,0.707194169
2.88323675221177,0.927695929684338,5.52415721326458,0.992947640659567,0,6.92452968247095,0.861413679729109,1.265757633,4.61226468947331,0,0,2.030877465,0.753526888,2.07364820811872,0.545848905,0.956063921892863,0.650702050628171,1,0.00144587569599139,1.414866393,0.00144587569599139,0.902263041,2.64112953858864,1.1631597009617,2.4383583101286,1.69704958706589,1.12165479310629,1.384190353,1,1.253950318,0.840996572976826,0.481973569149375,1.489595003,2.031773045,0.896604036,1.504751314,0,0.291938462,1.265757633,2.271069904,0,2.030877465,0.753526888,1.73553407,0.545848905,1.104122909,0.00289047,1.414866393,0.902263041,1.476140422,0.375408065,1.049676958,1.512987416,0.460004089,1.384190353,1.253950318,0.906553728,0.573094751
5.0485628909883,0.523492293496384,11.1834424958386,0.733476177802891,0.205248500449688,12.2925424378125,0.944424290413825,1.123013498,5.58814806764599,0,0,2.162843719,0.597427709,2.86017283665516,0.865043033,0.89584602614017,0.51811107984546,1,0.0957583816753812,1.156077823,0.0957583816753812,0.771463695,1.52195641644987,1.42386204762978,4.3984972885172,3.31831359106282,3.89068628129366,1.219708511,1,1.76560255,0.445427570302039,0.238005916168204,1.215182657,1.376290399,1.415521816,1.159935261,0.862369359,0.169718339,1.123013498,2.583704046,0,2.162843719,0.597427709,2.265876239,0.865043033,1.282228699,0.210856523,1.156077823,0.771463695,1.473620028,1.057217612,1.692470938,0.852886445,0.884548978,1.219708511,1.76560255,0.850876449,0.534332216
2.55643326437121,1.00256333289575,7.05635156091051,0.597863818006837,0.814667664771956,6.1292820674202,0,1.120217527,4.64206000965307,0,0,2.511902836,1.039930301,2.26424454981634,0.633785955,1.16920620368236,0.612707879640542,1,0.0769094180750157,1.035866578,0.0769094180750157,1.424425239,2.34904772945451,1.50054371578098,4.99616661450018,2.98506597804946,2.76259894856537,1.875797912,1,2.023671304,0.831975877,0.752904477821861,0.873505932,1.73475513,1.016474381,1.049819819,1.082033231,0,1.120217527,1.848025307,0,2.511902836,1.039930301,1.956169277,0.633785955,1.431688385,0.163775874,1.035866578,1.424425239,1.485248386,1.055818355,1.792823103,1.080528167,0.552943719,1.875797912,2.023671304,0.831975877,0.904959505
0,0.843559752663793,9.7856829262243,0.541527810269515,0.202631253595354,9.43812344240271,0,1.401196963,4.58942434788268,0,0.0168215811215564,2.240071584,0.698849923,1.37898296741699,0.258713977,1.37633763897163,0.840702063043653,1,0.302624211458389,0.918685295,0,0.543847422,0.866070966486503,0.63330347183445,2.29461374040197,0,0,0.922840745,1,1.654758525,1.07752906343034,0.661407024027455,0.674691951,1.697463271,1.354776951,0.877294435,0.306360249,0,1.401196963,2.048784682,0.012005151,2.240071584,0.698849923,1.254309915,0.258713977,1.251668303,0.568348325,0.918685295,0.543847422,1.470366655,0.986694678,1.811622581,0.946197095,0,0.922840745,1.654758525,1.277366298,0.613808335
2.20503164247232,1.60006447209694,9.55100706680119,0.984224665646953,0.373019950445725,6.94302591837206,0.981094147549348,1.193434154,4.24166252614373,0,0,2.369142093,1.037784318,1.30971286866358,0,2.10680445228761,0.865894938903986,1,0.209425516007361,1.07802961,0.209425516007361,0.856187449,1.87684152528695,1.43834733590861,3.06527990247868,2.43366044755517,2.98272238168443,1.107399161,1,1.954232506,0.542741968,0.589660501768187,0.923172932,2.350894898,1.797795986,1.657996375,0.632601216,0.222674973,1.193434154,1.790379116,0,2.369142093,1.037784318,1.82931245,0,1.743248501,0.384770259,1.07802961,0.856187449,1.346832641,0.645660844,1.288710882,0.815919196,0.97306689,1.107399161,1.954232506,0.542741968,1.086447219
0,0.731053454692672,7.86373317188125,0.759645911909935,0.475009323232909,7.5639655289261,0.410079404572933,1.886394623,4.26153222065867,1.17906143682562,0.432120936092127,1.98640375,1.09530834,2.64757238354067,0.621160828,0.977087044085329,0.548311631194034,1,0.264700333134407,1.272196683,0,0.401062528,0.57851587585703,0,0,0,0,0.868427344,1,1.891438608,0.855842054016402,1.15418326092657,1.226945907,1.358682446,1.273081956,1.1343047,0.411551841,0.092224165,1.886394623,2.145350471,0.229072396,1.98640375,1.09530834,2.263903927,0.621160828,1.286999905,0.471825668,1.272196683,0.401062528,0.949427909,0,1.716306545,0.600793675,0.435989465,0.868427344,1.891438608,1.170699537,1.348593084
0.353381696291526,1.32661801762519,7.48428718278127,0.74498507874912,0.8792641022775,6.31349436827459,1.50506061786345,1.221047378,5.79263765566127,0,0,2.861494285,0.971522077,2.34237851106044,0.407250266,1.5552401097762,0.598372249853885,1,0,1.375495055,0,1.120777988,1.51467070883169,0.927369614563494,2.85883960405656,0.312249961126036,0.601262631900836,1.307063966,1,2.484097875,1.214499397,1.35502465408359,1.115612334,1.925013515,0.886653795,1.438377812,0.64889159,0.340582759,1.221047378,2.02434011,0,2.861494285,0.971522077,2.32930495,0.407250266,1.846712035,0,1.375495055,1.120777988,0.907028773,0.679469027,1.541370107,0.519323744,0.210317022,1.307063966,2.484097875,1.214499397,1.115706321
0.590891319292213,0.543335313785401,8.70931254172917,0.932194475373592,0.540843679318635,8.87932739609167,0.559357999031908,1.206254951,4.98341584668986,0,0,2.285828083,0.144495376,1.87828175136254,0.447823963,1.28358588261154,0.694855781539049,1,0.157155046719168,1.596277325,0.157155046719168,0.346171152,0.89971884350832,0.567043888442095,0.935588477687719,0.322855017483944,0.369239625538424,1.099358245,1,1.088490624,0.510478321730426,0.58387710664541,1.047331381,1.358453728,1.349782527,1.531515393,0.926306946,0.132868625,1.206254951,2.180135892,0,2.285828083,0.144495376,1.902075403,0.447823963,1.388236343,0.317562185,1.596277325,0.346171152,1.613135974,0.550422523,0.954618285,0.874378033,0.394660296,1.099358245,1.088490624,0.939523272,1.143784468
0.359946917969578,0.746951417398022,8.56060133938616,0.568087952735936,0.507068100438013,8.51241772742613,2.69312826493108,1.50907694,5.28920635794049,0,0,2.494287116,1.224958873,1.34162229732574,0,1.49019071659193,0.854106515513741,1,0.553985945855144,1.177864501,0.359932294679347,0.598693335,0.634765571357976,0.224533977461576,0.746464211844394,0.40558501856798,0.372276603669952,1.425644833,1,1.753898957,0.570085428268415,0.617054878316642,0.987340636,1.402640674,1.18474894,0.992531207,0.821749493,0.504187283,1.50907694,2.120528276,0,2.494287116,1.224958873,2.136152076,0,1.244915873,1.20697627,1.177864501,0.598693335,1.269046063,0.589282789,2.260548833,1.089507204,0.498728456,1.425644833,1.753898957,0.76321411,1.082384285
0.352910577144376,0.913474687319025,8.6737163961643,0.501367228107961,0.126329706713573,9.91377197165323,1.44329380202464,1.25082208,6.39421315262026,0,0,2.66985653,0.686155509,2.2300298826607,0.593403978,1.01250032718939,0.619195449701871,1,0,0.853289393,0,0.628184635,0.973720352045437,0.729687981307027,2.781681615525,0.180801468458671,0.624828634738511,1.324616195,1,1.961078906,1.04377153420672,0.167496975468086,1.645623011,1.985779508,0.848272861,0.919972898,0.754207121,0.258080759,1.25082208,2.394965078,0,2.66985653,0.686155509,1.839053389,0.593403978,1.220923994,0,0.853289393,0.628184635,1.545827394,1.242305842,1.906076081,0.289361688,0.224622628,1.324616195,1.961078906,1.142646024,0.160472359
0.360523676250436,0.836625325405981,6.89133933867239,0.443511941180587,0,7.8502083471262,0,1.237357298,4.24273239185282,0,0.433926252183011,2.083305979,0.547322972,1.29119150231929,0,1.2351169838566,0.872896661792387,1,0.268897320645699,1.372260926,0.268897320645699,1.089450786,1.01933217353688,0.110304915188224,0.306388176913244,0.300981205423411,0.338888318405113,1.571266643,1,1.816310773,0.433832241243537,0.430494227706582,0.92671329,1.43535703,1.101420672,0.68374151,0,0,1.237357298,2.036538288,0.350687916,2.083305979,0.547322972,1.877048698,0,1.016261035,0.525290851,1.372260926,1.089450786,1.338441158,0.234241366,1.762274764,0.888142757,1.106075051,1.571266643,1.816310773,0.518546767,0.992281493
0.0531258195984997,0.759726366150547,8.9015176935241,0.787040417303447,0.561105134499653,8.68712873438512,0,1.321347773,5.52268633744129,0,0.145613679442554,2.85818812,0.857197087,2.02443904622449,0.223995882,1.04394658489039,0.661280577412172,1,0.0571350028414196,0.803850808,0.0531263417685198,0.379921937,0.408279604325821,0.222451957725568,0.852109059755828,0.0562212255865969,0.168447490039637,1.227965052,1,1.806402715,0.801296225726985,0.667482997026742,0.877469762,1.657177117,1.144452132,1.518274994,0.840628062,0,1.321347773,1.932233326,0.110200874,2.85818812,0.857197087,2.408306133,0.223995882,1.108783679,0.124992123,0.803850808,0.379921937,0.718980373,0.567858788,2.01701886,0.333760519,0.197683178,1.227965052,1.806402715,1.054717251,0.832997102
0.22268591454045,0.656089243937862,2.93344295268321,0.742873849412437,0.36306804658936,5.05730602778216,0.206138800676076,1.676539867,4.70097677778942,0,0,2.145820766,1.29464364,2.46920907792035,0.57092988,0.393074835296428,0.576503453880448,1,0.30690235237616,1.365674371,0.222687682925756,0.414166404,0.394893361913489,0.146155716987418,0.49199291667261,0.25129736305354,0.274764238845287,1.741387316,1,1.832683867,0.462355624438678,0.488763613619787,1.016704007,1.216007045,0.462634578,1.168473991,0.742828661,0.07977024,1.676539867,2.19075929,0,2.145820766,1.29464364,2.631163007,0.57092988,0.49528607,0.64774535,1.365674371,0.414166404,0.784656033,0.493752503,2.057983064,0.914622044,0.558489357,1.741387316,1.832683867,0.704712537,1.057113674
0.035717987222674,0.842246026770868,7.22384995145166,0.985575657468059,0.310464876569222,7.43172511571608,0.636965915340324,0.793120855,4.49119427068136,0,0,1.951817312,0.845343911,2.44192109496371,0.534360458,0.907951010069651,0.581070754235152,1,0.184801123198406,0.817148911,0.0357193758191694,0.073410988,0.051669860050696,0.0422898036549753,0.137728158061668,0.0414279809438004,0.0780245877544116,1.600922347,1,1.710933448,0.298431238200297,0.296116674434978,0.795486012,1.749096828,1.214898898,1.454619644,1.048461168,0.190305636,0.793120855,2.301032091,0,1.951817312,0.845343911,2.267413451,0.534360458,1.129555088,0.37385806,0.817148911,0.073410988,0.369827069,0.755004491,1.686542972,0.530947853,0.566508949,1.600922347,1.710933448,0.354327923,0.992248818
0.216613165043697,1.36521606247431,2.05730648323557,0.761464839130322,0.413336044121673,3.9529812579475,0,0.877618034,5.41093409328361,0,0.0373302272962828,2.625599542,0.473628573,1.75070005999179,0.378559706,1.19773613322314,0.727087383235643,1,0.359676791918572,1.211201517,0.216632389575132,0.352328454,0.345539229502798,0.247155746416547,0.47646525210178,0.226611695669495,0.249587955620413,1.348868971,1,1.907013134,0.898928728,0.504369143635929,0.704213619,1.732072875,0.283078641,1.380383286,0.819510966,0,0.877618034,2.060837537,0.042535848,2.625599542,0.473628573,1.926461694,0.378559706,1.236441191,0.787674466,1.211201517,0.352328454,0.783488751,0.837296164,1.172677763,0.907850622,0.523791227,1.348868971,1.907013134,0.898928728,0.561078012
0.544896669352105,0.770782407594595,8.72389115404353,0.47718097952121,0.055175789548843,9.47874762994335,0.92298683100453,1.614101978,4.66942218814875,0,0,2.200385094,0.835556564,1.34607982008453,0.05420198,1.28519539117313,0.852489623052013,1,0.597046327707002,1.159436922,0.544911692401648,0.770466459,0.567911835594805,0.338154606498737,0.660902630178051,0.518037963197195,0.6056214487393,1.305152901,1,1.499057792,0.463247633406147,0.0670149717487925,0.965344469,1.633187641,1.411553096,0.763581447,0.823338117,0.163109934,1.614101978,2.122093174,0,2.200385094,0.835556564,2.293602575,0.05420198,1.092503345,1.190297693,1.159436922,0.770466459,1.193224862,1.201060265,1.509744826,0.855377734,0.916362075,1.305152901,1.499057792,0.601008848,0.144663552
0.499449289184669,0.671340891614454,8.23638068056012,1.12670228725274,0.0110197899784533,9.64909826025804,0.45619707364463,1.287594775,4.70477665425359,0.426380075351016,0.126043212628477,2.430670112,0.424800691,2.03978536092403,0.362956274,0.909662076440403,0.65794879954502,1,0,1.254173156,0,1.01536503,3.46709026848728,3.89927521708939,13.7054833442533,0.54821550025067,1.54177655709326,1.461168401,1,1.480595651,0.541059675333177,0.175109088902683,0.649029161,1.629242129,1.368434264,1.932671931,0.062929977,0.12173452,1.287594775,1.93558831,0.097890435,2.430670112,0.424800691,1.998030472,0.362956274,1.00124378,0,1.254173156,1.01536503,1.515317977,0.863718662,1.757439855,0.355573898,0.11249341,1.461168401,1.480595651,0.805944467,0.323638883
0.284714159662816,0.664292250777441,12.2967057620553,0.423074152304446,0.25187836958457,12.5116045305031,1.64042478386452,1.234243582,5.94630117671187,0,0,2.786169912,0.872646422,2.33211590922991,0.80614137,1.12784090092439,0.600218388286512,1,0.184140426986293,0.901677995,0.184140426986293,0.483314188,0.391128120946662,0.218080063714584,1.05801807163283,0.205291290541608,0.377155992258234,1.120103954,1,1.353042542,0.587651658479264,0.429962684417207,1.298566907,1.996013303,1.347903074,0.800915313,0.585817158,0.214600942,1.234243582,2.134220584,0,2.786169912,0.872646422,1.963615233,0.80614137,1.448785476,0.417372928,0.901677995,0.483314188,1.132520878,1.088660836,2.872435815,0.54431401,0.356474055,1.120103954,1.353042542,0.884626996,0.731664517
0.406853637346138,1.62029508292452,6.06464682327149,0.82174576815772,0.104383983571214,5.7102269641662,0.49726506471225,1.783214104,4.56978962352878,0.419729867010143,0.204704266355088,2.23527003,0.782575956,1.30943193950482,0,1.65726550182403,0.866020307213553,1,0.410808067998736,1.245530953,0.406873782842552,0.961991545,1.90050266665678,1.08532680361536,2.21622379656169,0.254102224070064,1.44087786572145,1.785431365,1,2.048220079,0.591035067,0.369853550567764,1.42700892,2.247532598,1.071201378,1.329284728,0.282230584,0.134763803,1.783214104,2.044401599,0.114795114,2.23527003,0.782575956,2.127243555,0,1.37114469,0.858098048,1.245530953,0.961991545,1.691204854,0.728379487,1.436478335,0.176353212,0.650158197,1.785431365,2.048220079,0.591035067,0.6257726
0,1.18105154036307,5.30656180783848,0.567787834232284,0.19863655339353,5.05246558267081,0,1.219427409,3.23134687031213,0,0,2.170442203,0.38247479,1.60917830832608,0,1.08776719650577,0.766504651507667,1,0,1.370919811,0,0.069320009,0.102153852353956,0.0329441611887035,0.103909027328036,0,0,1.562304876,1,2.276509561,0.747573537,0.437139462523722,0.644748433,1.532977401,1.054214032,0.900069256,0.454400873,0,1.219427409,1.488796553,0,2.170442203,0.38247479,2.09940283,0,0.981505136,0,1.370919811,0.069320009,1.297717198,0.505834814,1.577047701,0.396527007,0,1.562304876,2.276509561,0.747573537,0.584744431
0,0.697333901307607,9.54933929288592,0.746427842575917,0.194967497615525,10.013482185931,1.68050216938233,1.473507598,4.93164146410569,0,0,2.32876413,0.817119565,2.4320394292349,0.36726338,1.23243499812284,0.582751930571217,1,0.0879573375129319,1.424662269,0,0,0,0,0,0,0,1.855668678,1,1.566211463,0.631594803372605,0.251231054597672,1.42214303,1.606022962,1.329505171,1.242341114,0.776030707,0.329721534,1.473507598,2.117707586,0,2.32876413,0.817119565,2.559989244,0.36726338,1.478692593,0.193227101,1.424662269,0,0.972237033,1.153704208,1.458954728,0.177864549,0.581035902,1.855668678,1.566211463,0.905737004,0.397774536
0.169219097740864,1.97172423697243,3.84593077107975,1.04138211359835,0.317812413063181,3.83929402851848,0.477452269907881,1.801968612,4.38843245236319,0,0,2.385814542,0.732161623,2.78790536342879,0.708767182,1.2615249612309,0.528001761520305,1,0.0833697191233886,1.222945306,0.0833697191233886,0.128781482,0.422886426853471,0.446623524889531,1.55650332438147,0.162252156956594,0.979700246483835,1.256749068,1,2.02370302,0.887945295,0.726325938346192,0.903269431,2.498978832,0.684616851,1.762963352,0.437561701,0.181982306,1.801968612,1.839385407,0,2.385814542,0.732161623,2.44213388,0.708767182,1.733535038,0.159344159,1.222945306,0.128781482,1.708074898,0.846856169,1.887796405,0.165614082,0.629423806,1.256749068,2.02370302,0.887945295,0.817985007
